Dst Port,Flow Duration,Timestamp,Protocol,Pkt Len Mean,Label
0,61997488,01-03-2018 10:08,0,0.0,1
0,60997564,01-03-2018 10:10,0,0.0,1
0,61997536,01-03-2018 10:12,0,0.0,1
67,95228700,01-03-2018 10:08,17,300.0,1
0,60997583,01-03-2018 10:14,0,0.0,1
0,448946,01-03-2018 09:46,0,0.0,1
137,1538598,01-03-2018 09:16,17,50.0,1
0,61997542,01-03-2018 10:16,0,0.0,1
0,60997556,01-03-2018 10:18,0,0.0,1
67,95527205,01-03-2018 10:14,17,300.0,1
0,60997569,01-03-2018 10:20,0,0.0,1
0,60997521,01-03-2018 10:22,0,0.0,1
0,61997508,01-03-2018 10:24,0,0.0,1
67,92808411,01-03-2018 10:21,17,300.0,1
0,61013173,01-03-2018 10:26,0,0.0,1
0,61997522,01-03-2018 10:28,0,0.0,1
0,61997503,01-03-2018 10:30,0,0.0,1
0,61013138,01-03-2018 10:32,0,0.0,1
67,95292190,01-03-2018 10:28,17,300.0,1
0,60997512,01-03-2018 10:34,0,0.0,1
0,60997538,01-03-2018 10:36,0,0.0,1
0,60997519,01-03-2018 10:38,0,0.0,1
67,96886319,01-03-2018 10:35,17,300.0,1
0,60997578,01-03-2018 10:40,0,0.0,1
0,60997543,01-03-2018 10:42,0,0.0,1
0,902034,01-03-2018 10:16,0,0.0,1
0,61997520,01-03-2018 10:44,0,0.0,1
0,60997573,01-03-2018 10:46,0,0.0,1
67,93730055,01-03-2018 10:42,17,300.0,1
0,61997521,01-03-2018 10:48,0,0.0,1
0,60997515,01-03-2018 10:51,0,0.0,1
0,60997569,01-03-2018 10:53,0,0.0,1
67,97433237,01-03-2018 10:49,17,300.0,1
0,61997528,01-03-2018 10:55,0,0.0,1
0,60997608,01-03-2018 10:57,0,0.0,1
0,61013176,01-03-2018 10:59,0,0.0,1
67,92480240,01-03-2018 10:56,17,300.0,1
0,60997506,01-03-2018 11:01,0,0.0,1
0,60997504,01-03-2018 11:03,0,0.0,1
0,61013171,01-03-2018 11:05,0,0.0,1
0,61997518,01-03-2018 11:07,0,0.0,1
67,92573959,01-03-2018 11:02,17,300.0,1
0,60997544,01-03-2018 11:09,0,0.0,1
0,60997565,01-03-2018 11:11,0,0.0,1
0,61997540,01-03-2018 11:13,0,0.0,1
67,93214575,01-03-2018 11:09,17,300.0,1
0,277105,01-03-2018 10:46,0,0.0,1
137,1514319,01-03-2018 10:16,17,50.0,1
0,61997530,01-03-2018 11:15,0,0.0,1
0,60997547,01-03-2018 11:17,0,0.0,1
0,60997532,01-03-2018 11:19,0,0.0,1
67,90964698,01-03-2018 11:16,17,300.0,1
0,60997579,01-03-2018 11:21,0,0.0,1
0,61997411,01-03-2018 11:23,0,0.0,1
0,60997589,01-03-2018 11:25,0,0.0,1
0,61997513,01-03-2018 11:27,0,0.0,1
67,91824092,01-03-2018 11:23,17,300.0,1
0,61999529,01-03-2018 11:29,0,0.0,1
0,60999546,01-03-2018 11:31,0,0.0,1
0,61999511,01-03-2018 11:33,0,0.0,1
67,92100619,01-03-2018 11:30,17,300.0,1
0,61997542,01-03-2018 11:35,0,0.0,1
0,61013196,01-03-2018 11:37,0,0.0,1
0,61997507,01-03-2018 11:39,0,0.0,1
67,96730325,01-03-2018 11:36,17,300.0,1
0,60997571,01-03-2018 11:42,0,0.0,1
0,62013177,01-03-2018 11:44,0,0.0,1
0,73241,01-03-2018 11:16,0,0.0,1
0,60997538,01-03-2018 11:46,0,0.0,1
0,60997556,01-03-2018 11:48,0,0.0,1
67,94668047,01-03-2018 11:43,17,300.0,1
0,61997497,01-03-2018 11:50,0,0.0,1
0,60997553,01-03-2018 11:52,0,0.0,1
0,60997571,01-03-2018 11:54,0,0.0,1
67,91871105,01-03-2018 11:50,17,300.0,1
0,60997537,01-03-2018 11:56,0,0.0,1
0,60997554,01-03-2018 11:58,0,0.0,1
0,60997508,01-03-2018 12:00,0,0.0,1
0,60997536,01-03-2018 12:02,0,0.0,1
67,93730017,01-03-2018 11:57,17,300.0,1
0,61013172,01-03-2018 12:04,0,0.0,1
0,60997540,01-03-2018 12:06,0,0.0,1
0,60981946,01-03-2018 12:08,0,0.0,1
67,91402105,01-03-2018 12:04,17,300.0,1
0,62013083,01-03-2018 12:10,0,0.0,1
0,60997583,01-03-2018 12:12,0,0.0,1
0,60997557,01-03-2018 12:14,0,0.0,1
0,1261051,01-03-2018 11:46,0,0.0,1
137,1545507,01-03-2018 11:16,17,50.0,1
67,93167718,01-03-2018 12:11,17,300.0,1
0,61013179,01-03-2018 12:16,0,0.0,1
0,61997509,01-03-2018 12:18,0,0.0,1
0,61997521,01-03-2018 12:20,0,0.0,1
0,61997519,01-03-2018 12:22,0,0.0,1
67,95699287,01-03-2018 12:18,17,300.0,1
0,60997511,01-03-2018 12:24,0,0.0,1
0,60997554,01-03-2018 12:26,0,0.0,1
0,61000694,01-03-2018 12:28,0,0.0,1
67,97837975,01-03-2018 12:25,17,300.0,1
0,60997560,01-03-2018 12:30,0,0.0,1
0,60997518,01-03-2018 12:32,0,0.0,1
0,60997557,01-03-2018 12:34,0,0.0,1
0,60997546,01-03-2018 12:37,0,0.0,1
67,96211201,01-03-2018 12:32,17,300.0,1
0,60997529,01-03-2018 12:39,0,0.0,1
0,60997530,01-03-2018 12:41,0,0.0,1
0,62013139,01-03-2018 12:43,0,0.0,1
67,94511376,01-03-2018 12:39,17,300.0,1
0,982381,01-03-2018 12:16,0,0.0,1
0,61997534,01-03-2018 12:45,0,0.0,1
0,61997524,01-03-2018 12:47,0,0.0,1
0,61013188,01-03-2018 12:49,0,0.0,1
67,92323286,01-03-2018 12:45,17,300.0,1
0,60997563,01-03-2018 12:51,0,0.0,1
0,60997562,01-03-2018 12:53,0,0.0,1
0,60997550,01-03-2018 12:55,0,0.0,1
67,93495029,01-03-2018 12:52,17,300.0,1
0,60997545,01-03-2018 12:57,0,0.0,1
0,60981925,01-03-2018 12:59,0,0.0,1
0,60997565,01-03-2018 01:01,0,0.0,1
0,61997560,01-03-2018 01:03,0,0.0,1
67,97324010,01-03-2018 12:59,17,300.0,1
0,60997529,01-03-2018 01:05,0,0.0,1
0,61013190,01-03-2018 01:07,0,0.0,1
0,60997523,01-03-2018 01:09,0,0.0,1
67,94027054,01-03-2018 01:05,17,300.0,1
0,60997564,01-03-2018 01:11,0,0.0,1
0,60997539,01-03-2018 01:13,0,0.0,1
0,179202,01-03-2018 12:46,0,0.0,1
137,1546068,01-03-2018 12:16,17,50.0,1
0,62013183,01-03-2018 01:15,0,0.0,1
0,60997568,01-03-2018 01:17,0,0.0,1
67,93262017,01-03-2018 01:12,17,300.0,1
0,60997533,01-03-2018 01:19,0,0.0,1
0,61013222,01-03-2018 01:21,0,0.0,1
0,60997590,01-03-2018 01:23,0,0.0,1
67,94464501,01-03-2018 01:20,17,300.0,1
0,60997539,01-03-2018 01:25,0,0.0,1
0,60997568,01-03-2018 01:27,0,0.0,1
0,61997521,01-03-2018 01:29,0,0.0,1
67,93589639,01-03-2018 01:26,17,300.0,1
0,60997564,01-03-2018 01:32,0,0.0,1
0,61997504,01-03-2018 01:34,0,0.0,1
0,61997568,01-03-2018 01:36,0,0.0,1
0,61997512,01-03-2018 01:38,0,0.0,1
67,94917622,01-03-2018 01:33,17,300.0,1
0,60997590,01-03-2018 01:40,0,0.0,1
0,60997566,01-03-2018 01:42,0,0.0,1
0,60997596,01-03-2018 01:44,0,0.0,1
0,902152,01-03-2018 01:16,0,0.0,1
67,95214502,01-03-2018 01:40,17,300.0,1
0,60997566,01-03-2018 01:46,0,0.0,1
0,62013146,01-03-2018 01:48,0,0.0,1
0,60997543,01-03-2018 01:50,0,0.0,1
0,60997561,01-03-2018 01:52,0,0.0,1
67,94011325,01-03-2018 01:47,17,300.0,1
0,62013134,01-03-2018 01:54,0,0.0,1
0,61997554,01-03-2018 01:56,0,0.0,1
0,60997534,01-03-2018 01:58,0,0.0,1
67,94527065,01-03-2018 01:54,17,300.0,1
0,61013203,01-03-2018 02:00,0,0.0,1
0,60997589,01-03-2018 02:02,0,0.0,1
0,62004991,01-03-2018 02:04,0,0.0,1
67,93933409,01-03-2018 02:01,17,300.0,1
0,60997577,01-03-2018 02:06,0,0.0,1
0,61986279,01-03-2018 02:08,0,0.0,1
0,60997548,01-03-2018 02:10,0,0.0,1
0,61997535,01-03-2018 02:12,0,0.0,1
67,95011508,01-03-2018 02:07,17,300.0,1
0,74123,01-03-2018 01:46,0,0.0,1
137,1514157,01-03-2018 01:16,17,50.0,1
0,62997467,01-03-2018 02:14,0,0.0,1
0,61006666,01-03-2018 02:16,0,0.0,1
0,60997568,01-03-2018 02:18,0,0.0,1
67,93322588,01-03-2018 02:15,17,300.0,1
0,61997533,01-03-2018 02:20,0,0.0,1
0,61997538,01-03-2018 02:23,0,0.0,1
0,60997560,01-03-2018 02:25,0,0.0,1
67,96903204,01-03-2018 02:21,17,300.0,1
0,61013152,01-03-2018 02:27,0,0.0,1
0,60997535,01-03-2018 02:29,0,0.0,1
0,60999527,01-03-2018 02:31,0,0.0,1
0,61000614,01-03-2018 02:33,0,0.0,1
67,95933329,01-03-2018 02:28,17,300.0,1
0,61000514,01-03-2018 02:35,0,0.0,1
0,61000564,01-03-2018 02:37,0,0.0,1
0,62000494,01-03-2018 02:39,0,0.0,1
67,96516754,01-03-2018 02:35,17,300.0,1
0,61000556,01-03-2018 02:41,0,0.0,1
0,62000485,01-03-2018 02:43,0,0.0,1
0,2482727,01-03-2018 02:16,0,0.0,1
0,61000517,01-03-2018 02:45,0,0.0,1
67,94289791,01-03-2018 02:42,17,300.0,1
0,61000524,01-03-2018 02:47,0,0.0,1
0,61000509,01-03-2018 02:49,0,0.0,1
0,61000508,01-03-2018 02:51,0,0.0,1
0,61000517,01-03-2018 02:53,0,0.0,1
67,93774817,01-03-2018 02:49,17,300.0,1
0,60997563,01-03-2018 02:55,0,0.0,1
0,60997527,01-03-2018 02:57,0,0.0,1
0,61013185,01-03-2018 02:59,0,0.0,1
67,95401704,01-03-2018 02:56,17,300.0,1
0,61997549,01-03-2018 03:01,0,0.0,1
0,61997561,01-03-2018 03:03,0,0.0,1
0,61013246,01-03-2018 03:05,0,0.0,1
67,95120546,01-03-2018 03:02,17,300.0,1
0,60997557,01-03-2018 03:07,0,0.0,1
0,60997563,01-03-2018 03:09,0,0.0,1
0,61997537,01-03-2018 03:11,0,0.0,1
0,60997554,01-03-2018 03:13,0,0.0,1
67,95277054,01-03-2018 03:09,17,300.0,1
0,939977,01-03-2018 02:46,0,0.0,1
137,1530347,01-03-2018 02:16,17,50.0,1
0,60997514,01-03-2018 03:16,0,0.0,1
0,60997562,01-03-2018 03:18,0,0.0,1
0,60997537,01-03-2018 03:20,0,0.0,1
67,94136242,01-03-2018 03:16,17,300.0,1
0,60997533,01-03-2018 03:22,0,0.0,1
0,60997556,01-03-2018 03:24,0,0.0,1
0,60997542,01-03-2018 03:26,0,0.0,1
67,95698916,01-03-2018 03:23,17,300.0,1
0,60997560,01-03-2018 03:28,0,0.0,1
0,61997506,01-03-2018 03:30,0,0.0,1
0,61013202,01-03-2018 03:32,0,0.0,1
0,60997542,01-03-2018 03:34,0,0.0,1
67,93995746,01-03-2018 03:30,17,300.0,1
0,61997539,01-03-2018 03:36,0,0.0,1
0,61013202,01-03-2018 03:38,0,0.0,1
0,60997560,01-03-2018 03:40,0,0.0,1
67,95339506,01-03-2018 03:37,17,300.0,1
0,60997573,01-03-2018 03:42,0,0.0,1
0,60997571,01-03-2018 03:44,0,0.0,1
0,324045,01-03-2018 03:16,0,0.0,1
0,60997575,01-03-2018 03:46,0,0.0,1
0,60997534,01-03-2018 03:48,0,0.0,1
67,92933380,01-03-2018 03:44,17,300.0,1
0,61999438,01-03-2018 03:50,0,0.0,1
0,60997564,01-03-2018 03:52,0,0.0,1
0,60997576,01-03-2018 03:54,0,0.0,1
67,96156846,01-03-2018 03:50,17,300.0,1
0,60997580,01-03-2018 03:56,0,0.0,1
0,60997570,01-03-2018 03:58,0,0.0,1
0,60997566,01-03-2018 04:00,0,0.0,1
0,60997568,01-03-2018 04:02,0,0.0,1
67,95679486,01-03-2018 03:57,17,300.0,1
0,61013144,01-03-2018 04:04,0,0.0,1
0,60997541,01-03-2018 04:06,0,0.0,1
0,60997553,01-03-2018 04:08,0,0.0,1
67,91714219,01-03-2018 04:04,17,300.0,1
0,61013233,01-03-2018 04:10,0,0.0,1
0,61997506,01-03-2018 04:12,0,0.0,1
0,1276253,01-03-2018 03:46,0,0.0,1
137,1529240,01-03-2018 03:16,17,50.0,1
0,61997536,01-03-2018 04:15,0,0.0,1
67,93260399,01-03-2018 04:11,17,300.0,1
0,61013174,01-03-2018 04:17,0,0.0,1
0,60997619,01-03-2018 04:19,0,0.0,1
0,60997622,01-03-2018 04:21,0,0.0,1
0,60997611,01-03-2018 04:23,0,0.0,1
67,94995792,01-03-2018 04:18,17,300.0,1
0,60997610,01-03-2018 04:25,0,0.0,1
0,60997561,01-03-2018 04:27,0,0.0,1
0,60997566,01-03-2018 04:29,0,0.0,1
67,93263448,01-03-2018 04:25,17,300.0,1
0,60997542,01-03-2018 04:31,0,0.0,1
0,60997544,01-03-2018 04:33,0,0.0,1
0,60997594,01-03-2018 04:35,0,0.0,1
0,61013185,01-03-2018 04:37,0,0.0,1
67,93378647,01-03-2018 04:32,17,300.0,1
0,60997536,01-03-2018 04:39,0,0.0,1
0,61997511,01-03-2018 04:41,0,0.0,1
0,60999164,01-03-2018 04:43,0,0.0,1
67,94047361,01-03-2018 04:39,17,300.0,1
0,277186,01-03-2018 04:16,0,0.0,1
0,60999533,01-03-2018 04:45,0,0.0,1
0,62004584,01-03-2018 04:47,0,0.0,1
0,61013198,01-03-2018 04:49,0,0.0,1
67,94742392,01-03-2018 04:46,17,300.0,1
0,61997544,01-03-2018 04:51,0,0.0,1
0,61997507,01-03-2018 04:53,0,0.0,1
0,61997497,01-03-2018 04:55,0,0.0,1
0,61997509,01-03-2018 04:57,0,0.0,1
67,92261388,01-03-2018 04:53,17,300.0,1
0,60997568,01-03-2018 04:59,0,0.0,1
0,60997551,01-03-2018 05:01,0,0.0,1
0,60997580,01-03-2018 05:03,0,0.0,1
67,94790434,01-03-2018 05:00,17,300.0,1
0,61997487,01-03-2018 05:05,0,0.0,1
0,60997560,01-03-2018 05:08,0,0.0,1
0,61997520,01-03-2018 05:10,0,0.0,1
0,61997405,01-03-2018 05:12,0,0.0,1
67,93806729,01-03-2018 05:07,17,300.0,1
0,60997545,01-03-2018 05:14,0,0.0,1
0,299377,01-03-2018 04:46,0,0.0,1
137,1529927,01-03-2018 04:16,17,50.0,1
0,62012933,01-03-2018 05:16,0,0.0,1
0,60997554,01-03-2018 05:18,0,0.0,1
67,95183221,01-03-2018 05:14,17,300.0,1
0,60997590,01-03-2018 05:20,0,0.0,1
0,62013165,01-03-2018 05:22,0,0.0,1
0,60997492,01-03-2018 05:24,0,0.0,1
67,97401970,01-03-2018 05:21,17,300.0,1
0,61997511,01-03-2018 05:26,0,0.0,1
5355,414949,01-03-2018 01:16,17,33.0,1
5355,409792,01-03-2018 02:46,17,33.0,1
5355,414369,01-03-2018 12:46,17,33.0,1
5355,808183,01-03-2018 02:16,17,33.0,1
5355,413936,01-03-2018 03:46,17,33.0,1
5355,409626,01-03-2018 02:46,17,33.0,1
5355,409126,01-03-2018 04:16,17,33.0,1
137,1545805,01-03-2018 05:16,17,50.0,1
5355,416667,01-03-2018 11:16,17,33.0,1
5355,414978,01-03-2018 05:16,17,33.0,1
5355,413862,01-03-2018 09:16,17,24.0,1
5355,420012,01-03-2018 11:46,17,33.0,1
5355,420884,01-03-2018 01:16,17,24.0,1
5355,420645,01-03-2018 10:16,17,33.0,1
5355,421698,01-03-2018 03:16,17,33.0,1
0,60997578,01-03-2018 05:28,0,0.0,1
5355,608516,01-03-2018 12:16,17,24.0,1
5355,417234,01-03-2018 09:46,17,33.0,1
5355,420843,01-03-2018 05:16,17,24.0,1
5355,414329,01-03-2018 11:46,17,33.0,1
5355,421572,01-03-2018 01:16,17,33.0,1
5355,419333,01-03-2018 01:46,17,33.0,1
5355,420809,01-03-2018 10:16,17,24.0,1
5355,610393,01-03-2018 02:16,17,24.0,1
5355,422813,01-03-2018 05:16,17,33.0,1
5355,1217374,01-03-2018 12:16,17,33.0,1
5355,419768,01-03-2018 03:16,17,24.0,1
5355,407673,01-03-2018 08:46,17,33.0,1
5355,409526,01-03-2018 04:46,17,33.0,1
0,1261573,01-03-2018 05:16,0,0.0,1
5355,420185,01-03-2018 03:46,17,33.0,1
5355,420464,01-03-2018 11:16,17,24.0,1
67,91402433,01-03-2018 05:28,17,300.0,1
5355,414954,01-03-2018 10:16,17,33.0,1
5355,607742,01-03-2018 02:16,17,33.0,1
5355,420877,01-03-2018 04:16,17,24.0,1
5355,415039,01-03-2018 09:16,17,33.0,1
5355,417766,01-03-2018 10:46,17,33.0,1
443,251532,01-03-2018 08:16,6,254.4705882,1
49686,247,01-03-2018 08:16,6,19.0,1
443,5147287,01-03-2018 08:16,6,300.0,1
443,153,01-03-2018 08:16,6,0.0,1
443,5129933,01-03-2018 08:16,6,300.0,1
49687,1,01-03-2018 08:16,6,20.66666667,1
443,5147585,01-03-2018 08:16,6,299.7333333,1
443,401150,01-03-2018 08:16,6,0.0,1
445,97076,01-03-2018 08:17,6,0.0,1
443,30234607,01-03-2018 08:16,6,291.1904762,1
443,122,01-03-2018 08:17,6,0.0,1
443,61175458,01-03-2018 08:16,6,139.2,1
80,5943296,01-03-2018 08:17,6,0.0,1
0,119068183,01-03-2018 08:16,0,0.0,1
80,115935184,01-03-2018 08:16,6,44.25806452,1
443,60271101,01-03-2018 08:17,6,133.4074074,1
443,60272611,01-03-2018 08:17,6,133.4074074,1
80,116697181,01-03-2018 08:16,6,102.3055556,1
80,119858904,01-03-2018 08:16,6,40.14705882,1
55325,0,01-03-2018 08:19,6,49.0,1
445,96204,01-03-2018 08:19,6,0.0,1
443,118268467,01-03-2018 08:16,6,831.6071429,1
443,207,01-03-2018 08:19,6,30.75,1
49685,64,01-03-2018 08:19,6,0.0,1
123,64062290,01-03-2018 08:17,17,48.0,1
80,45889639,01-03-2018 08:18,6,0.5,1
80,45514617,01-03-2018 08:18,6,0.5,1
0,109713550,01-03-2018 08:18,0,0.0,1
443,47928,01-03-2018 08:21,6,254.7058824,1
443,52129,01-03-2018 08:21,6,254.7058824,1
49739,1801,01-03-2018 08:21,6,19.0,1
49740,6239,01-03-2018 08:21,6,19.0,1
443,375917,01-03-2018 08:21,6,460.3529412,1
443,245,01-03-2018 08:21,6,13.25,1
443,129369,01-03-2018 08:21,6,541.2941176,1
443,211,01-03-2018 08:21,6,13.25,1
80,24063,01-03-2018 08:21,6,299.2222222,1
80,190,01-03-2018 08:21,6,0.0,1
443,5742942,01-03-2018 08:21,6,229.25,1
443,5761059,01-03-2018 08:21,6,392.0555556,1
443,5784619,01-03-2018 08:21,6,392.0555556,1
443,5750435,01-03-2018 08:21,6,288.9333333,1
49733,1,01-03-2018 08:21,6,0.0,1
49732,0,01-03-2018 08:21,6,20.66666667,1
49731,0,01-03-2018 08:21,6,20.66666667,1
49729,63,01-03-2018 08:21,6,15.5,1
443,5455048,01-03-2018 08:21,6,376.875,1
80,5808738,01-03-2018 08:21,6,0.0,1
443,5234194,01-03-2018 08:21,6,270.4,1
443,5708640,01-03-2018 08:21,6,231.4666667,1
443,5234911,01-03-2018 08:21,6,270.4,1
443,5234927,01-03-2018 08:21,6,270.4,1
49755,0,01-03-2018 08:21,6,20.66666667,1
49760,1,01-03-2018 08:21,6,20.66666667,1
49758,0,01-03-2018 08:21,6,20.66666667,1
49759,77,01-03-2018 08:21,6,15.5,1
443,5907471,01-03-2018 08:21,6,316.2352941,1
49763,0,01-03-2018 08:21,6,20.66666667,1
443,5025028,01-03-2018 08:21,6,42.0,1
49768,22,01-03-2018 08:21,6,7.75,1
123,64093104,01-03-2018 08:19,17,48.0,1
443,42953422,01-03-2018 08:21,6,214.0416667,1
443,259,01-03-2018 08:21,6,11.5,1
80,47434703,01-03-2018 08:21,6,260.4545455,1
80,127,01-03-2018 08:21,6,0.0,1
443,60628264,01-03-2018 08:21,6,413.9142857,1
443,60873415,01-03-2018 08:21,6,236.2758621,1
443,60864009,01-03-2018 08:21,6,236.2758621,1
443,60397995,01-03-2018 08:21,6,246.3103448,1
443,60121477,01-03-2018 08:21,6,222.9310345,1
443,60891262,01-03-2018 08:21,6,28.48,1
80,86676884,01-03-2018 08:21,6,92.42307692,1
80,84,01-03-2018 08:22,6,0.0,1
443,116557963,01-03-2018 08:21,6,335.3061224,1
443,116863784,01-03-2018 08:21,6,148.7560976,1
80,117874328,01-03-2018 08:21,6,102.3055556,1
443,115543134,01-03-2018 08:21,6,115.225,1
443,112473064,01-03-2018 08:21,6,164.9411765,1
0,111528608,01-03-2018 08:20,0,0.0,1
443,112616605,01-03-2018 08:21,6,277.7368421,1
443,117633419,01-03-2018 08:21,6,247.8529412,1
138,119449359,01-03-2018 08:17,17,201.0,1
443,24408638,01-03-2018 08:23,6,6.333333333,1
49736,0,01-03-2018 08:23,6,0.0,1
123,64200881,01-03-2018 08:21,17,48.0,1
443,117212216,01-03-2018 08:21,6,279.2222222,1
443,117673850,01-03-2018 08:21,6,634.8275862,1
443,118118535,01-03-2018 08:21,6,279.2222222,1
443,304,01-03-2018 08:24,6,30.75,1
443,370,01-03-2018 08:24,6,30.75,1
443,709,01-03-2018 08:24,6,30.75,1
49738,84,01-03-2018 08:24,6,0.0,1
49735,110,01-03-2018 08:24,6,6.2,1
49737,22402,01-03-2018 08:24,6,7.75,1
443,119793023,01-03-2018 08:21,6,580.4878049,1
443,242,01-03-2018 08:24,6,30.75,1
49727,84,01-03-2018 08:24,6,6.2,1
443,60214499,01-03-2018 08:23,6,229.6896552,1
3389,1016573,01-03-2018 08:24,6,4.222222222,1
443,111812361,01-03-2018 08:23,6,202.8292683,1
0,117776752,01-03-2018 08:23,0,0.0,1
123,64211250,01-03-2018 08:23,17,48.0,1
443,68614,01-03-2018 08:26,6,288.5333333,1
49797,18819,01-03-2018 08:26,6,37.0,1
443,60886774,01-03-2018 08:25,6,67.59259259,1
443,5062180,01-03-2018 08:26,6,259.8823529,1
49798,0,01-03-2018 08:26,6,20.66666667,1
80,47721,01-03-2018 08:26,6,162.25,1
80,95,01-03-2018 08:26,6,0.0,1
80,47670,01-03-2018 08:26,6,161.875,1
80,150,01-03-2018 08:26,6,0.0,1
443,48380047,01-03-2018 08:26,6,224.68,1
443,244,01-03-2018 08:27,6,11.5,1
443,115899496,01-03-2018 08:25,6,208.225,1
443,75152299,01-03-2018 08:26,6,164.0,1
443,123,01-03-2018 08:27,6,0.0,1
0,111962012,01-03-2018 08:25,0,0.0,1
443,94487420,01-03-2018 08:26,6,221.5,1
443,131,01-03-2018 08:28,6,0.0,1
443,1793537,01-03-2018 08:28,6,447.8095238,1
443,163695,01-03-2018 08:28,6,21.25,1
443,728043,01-03-2018 08:28,6,591.875,1
443,53028,01-03-2018 08:28,6,21.25,1
443,102006803,01-03-2018 08:26,6,226.5625,1
443,369,01-03-2018 08:28,6,11.5,1
443,701773,01-03-2018 08:28,6,610.9677419,1
443,123802,01-03-2018 08:28,6,21.25,1
443,115345526,01-03-2018 08:26,6,705.83,1
443,118351924,01-03-2018 08:26,6,820.6701571,1
49801,51,01-03-2018 08:28,6,6.2,1
80,112682862,01-03-2018 08:26,6,96.92105263,1
443,65597854,01-03-2018 08:26,6,708.1324042,1
80,111684296,01-03-2018 08:26,6,100.7058824,1
80,112683212,01-03-2018 08:26,6,100.7058824,1
443,60878709,01-03-2018 08:27,6,57.53846154,1
80,3707605,01-03-2018 08:28,6,0.5,1
80,115684200,01-03-2018 08:26,6,37.12903226,1
80,3595347,01-03-2018 08:28,6,0.5,1
443,69560051,01-03-2018 08:26,6,390.2631579,1
443,115308743,01-03-2018 08:26,6,202.9285714,1
443,193,01-03-2018 08:28,6,11.5,1
443,64164676,01-03-2018 08:26,6,259.625,1
